162.634,12271
165.535,11631.5
168.435,11150.5
171.333,10826.5
174.228,10537.5
177.121,10425.5
180.011,10263
182.899,10549.5
185.786,10825.5
188.669,11318
191.551,11972
194.43,12664
197.307,13754
200.182,14656
203.055,15658
205.925,16531.5
208.793,16912.5
211.659,16712.5
214.523,15944.5
217.385,14565
220.244,13012.5
223.101,11572.5
225.956,10438.5
228.808,9553
231.659,8816.5
234.507,8181.5
237.353,7912
240.196,7569
243.038,7466.5
245.877,7283.5
248.714,7213.5
251.549,6970
254.382,6842
257.213,6810
260.041,6754.5
262.867,6727.5
265.691,6751.5
268.513,6736
271.333,6648.5
274.15,6515
276.965,6439
279.778,6581
282.589,6513.5
285.398,6504
288.205,6512.5
291.009,6517.5
293.811,6449.5
296.612,6483.5
299.409,6628
302.205,6809.5
304.999,6901
307.79,7180
310.58,7341.5
313.367,8202.5
316.152,8950
318.935,10305
321.716,11343
324.494,11837.5
327.271,12129.5
330.045,11866.5
332.818,11132
335.588,10048.5
338.356,8885.5
341.122,8162.5
343.885,7405
346.647,6738.5
349.407,6531.5
352.164,6352.5
354.919,6387.5
357.673,6087.5
360.424,6281
363.173,6401
365.92,6390.5
368.665,6516.5
371.407,6713
374.148,7282.5
376.886,8032
379.623,9656.5
382.357,11464.5
385.089,12919.5
387.82,13630.5
390.548,13525.5
393.274,12628.5
395.998,11090
398.72,9325.5
401.44,8195
404.157,7418.5
406.873,7026.5
409.587,6947.5
412.298,6746.5
415.008,6568.5
417.715,6193.5
420.42,6037
423.124,5803
425.825,5840.5
428.524,5811
431.221,5609
433.917,5715
436.61,5824.5
439.301,5785.5
441.99,5792.5
444.677,6215
447.362,6370
450.045,6844
452.726,7106.5
455.404,7787
458.081,8203
460.756,8564.5
463.429,8661
466.1,8581
468.769,8255
471.435,7684.5
474.1,7106.5
476.763,6537
479.424,6208
482.082,6101
484.739,5890.5
487.394,5910.5
490.046,5957.5
492.697,6312.5
495.346,6879
497.993,7339
500.637,7780.5
503.28,7667.5
505.921,7332.5
508.56,7153
511.197,6558.5
513.831,5891.5
516.464,5676.5
519.095,5453
521.724,5460
524.351,5329
526.976,5322
529.599,5262
532.22,5148.5
534.839,5064
537.456,5141
540.072,5006
542.685,5043
545.296,4910.5
547.905,5087
550.513,5016.5
553.118,5002.5
555.722,5120.5
558.323,5164.5
560.923,5146.5
563.52,5232.5
566.116,5191.5
568.71,5155.5
571.302,5240.5
573.892,5306
576.48,5299
579.066,5311.5
581.65,5358.5
584.232,5339.5
586.812,5484.5
589.391,5513.5
591.967,5780
594.542,6079
597.114,6371
599.685,6706.5
602.254,6799.5
604.821,6786
607.386,6703.5
609.949,6412.5
612.51,6426.5
615.07,6376.5
617.627,6772
620.182,7144
622.736,7578
625.288,7815.5
627.838,7974.5
630.386,7850.5
632.932,7459
635.476,7293
638.018,7416
640.559,8453.5
643.097,10027
645.634,11599
648.169,12649
650.702,13166
653.233,12688.5
655.762,11612.5
658.289,9909
660.815,8440
663.338,7135
665.86,6419.5
668.38,6145
670.898,6182.5
673.414,6013
675.929,6257
678.441,6226.5
680.952,6298.5
683.461,6420.5
685.968,6391
688.473,6399
690.976,6366.5
693.478,6415
695.977,6362.5
698.475,6459.5
700.971,6872
703.465,7577
705.957,7814
708.448,8068.5
710.937,8073.5
713.423,7831
715.908,7437.5
718.392,6835
720.873,6578
723.353,6127.5
725.83,6177
728.306,6095.5
730.78,5960.5
733.253,5819
735.723,5851.5
738.192,5780
740.659,5611.5
743.124,5532
745.587,5369.5
748.049,5217.5
750.509,5268.5
752.967,5106
755.423,4991
757.877,4934.5
760.33,4927
