795.151,1989
795.335,2079
795.518,2070
795.702,2049
795.885,2070
796.069,2035
796.252,2062
796.435,2049
796.618,1976
796.801,1914
796.984,1898
797.167,1901
797.35,1871
797.533,1804
797.715,1799
797.898,1785
798.081,1698
798.263,1715
798.446,1631
798.628,1688
798.811,1591
798.993,1524
799.175,1440
799.358,1462
799.54,1427
799.722,1416
799.904,1389
800.086,1330
800.268,1336
800.45,1306
800.632,1306
800.813,1321
800.995,1308
801.177,1300
801.358,1338
801.54,1317
801.721,1319
801.903,1298
802.084,1348
802.265,1384
802.447,1351
802.628,1346
802.809,1322
802.99,1368
803.171,1365
803.352,1462
803.533,1449
803.714,1440
803.894,1478
804.075,1432
804.256,1456
804.436,1408
804.617,1400
804.797,1392
804.978,1395
805.158,1332
805.339,1387
805.519,1335
805.699,1317
805.879,1333
806.059,1292
806.239,1274
806.419,1246
806.599,1244
806.779,1203
806.959,1201
807.139,1136
807.318,1101
807.498,1076
807.677,1072
807.857,1101
808.036,1077
808.216,1045
808.395,1071
808.574,1060
808.754,1063
808.933,1080
809.112,1014
809.291,1033
809.47,1066
809.649,1042
809.828,1026
810.007,1028
810.185,1023
810.364,1055
810.543,1018
810.721,983
810.9,993
811.078,1018
811.257,961
811.435,961
811.613,945
811.792,964
811.97,980
812.148,1012
812.326,991
812.504,975
812.682,991
812.86,961
813.038,972
813.215,990
813.393,980
813.571,966
813.749,945
813.926,921
814.104,940
814.281,910
814.458,894
814.636,945
814.813,929
814.99,937
815.167,918
815.345,934
815.522,937
815.699,896
815.876,897
816.052,923
816.229,932
816.406,870
816.583,877
816.759,826
816.936,862
817.113,848
817.289,885
817.465,829
817.642,840
817.818,851
817.994,821
818.171,826
818.347,846
818.523,848
818.699,840
818.875,856
819.051,867
819.227,823
819.403,837
819.578,858
819.754,826
819.93,815
820.105,835
820.281,826
820.456,862
820.632,883
820.807,905
820.982,916
821.158,910
821.333,955
821.508,1037
821.683,1037
821.858,1077
822.033,1088
822.208,1139
822.383,1117
822.558,1120
822.732,1155
822.907,1182
823.082,1236
823.256,1236
823.431,1292
823.605,1330
823.78,1386
823.954,1327
824.128,1298
824.303,1273
824.477,1168
824.651,1146
824.825,1061
824.999,1068
825.173,1050
825.347,1074
825.521,1117
825.695,1247
825.868,1239
826.042,1282
826.216,1330
826.389,1316
826.563,1243
826.736,1233
826.91,1136
827.083,1109
827.256,1101
827.43,1045
827.603,1066
827.776,1117
827.949,1160
828.122,1071
828.295,1117
828.468,1128
828.641,1066
828.814,1001
828.986,994
829.159,961
829.332,996
829.504,1010
829.677,1066
829.849,1152
830.022,1241
830.194,1292
830.366,1368
830.539,1416
830.711,1457
830.883,1424
831.055,1440
831.227,1387
831.399,1338
831.571,1238
831.743,1212
831.915,1201
832.087,1115
832.258,1087
832.43,1037
832.602,1020
832.773,969
832.945,969
833.116,948
833.287,894
833.459,880
833.63,808
833.801,770
833.972,767
834.144,808
834.315,767
834.486,792
834.657,751
834.827,765
834.998,719
835.169,695
835.34,673
835.51,682
835.681,708
835.852,663
836.022,675
836.193,641
836.363,641
836.533,697
836.704,702
836.874,673
837.044,689
837.214,665
837.384,730
837.554,713
837.724,773
837.894,783
838.064,775
838.234,818
838.404,867
838.573,875
838.743,934
838.913,1023
839.082,1160
839.252,1327
839.421,1359
839.59,1449
839.76,1365
839.929,1279
840.098,1190
840.267,988
840.437,889
840.606,796
840.775,735
840.944,716
841.112,708
841.281,689
841.45,729
841.619,769
841.788,757
841.956,770
842.125,811
842.293,813
842.462,813
842.63,792
842.799,756
842.967,751
843.135,748
843.303,662
843.471,675
843.64,673
843.808,587
843.976,560
844.143,598
844.311,587
844.479,560
844.647,566
844.815,574
844.982,587
845.15,512
845.318,569
845.485,603
845.653,552
845.82,601
845.987,603
846.155,611
846.322,670
846.489,697
846.656,716
846.823,684
846.99,624
847.157,652
847.324,655
847.491,662
847.658,549
847.825,546
847.991,560
848.158,539
848.325,566
848.491,549
848.658,589
848.824,525
848.991,579
849.157,565
849.323,568
849.489,544
849.656,574
849.822,579
849.988,571
850.154,584
850.32,557
850.486,571
850.652,579
850.817,544
850.983,544
851.149,573
851.315,541
851.48,549
851.646,571
851.811,606
851.977,595
852.142,624
852.308,641
852.473,694
852.638,764
852.803,724
852.968,784
853.133,829
853.299,807
853.464,838
853.628,823
853.793,832
853.958,821
854.123,902
854.288,869
854.452,875
854.617,958
854.782,985
854.946,993
855.111,951
855.275,899
855.439,913
855.604,883
855.768,848
855.932,875
856.096,853
856.26,821
856.424,816
856.588,805
856.752,827
856.916,845
857.08,891
857.244,840
857.408,848
857.571,851
857.735,821
857.898,813
858.062,832
858.225,864
858.389,864
858.552,837
858.716,834
858.879,843
859.042,880
859.205,929
859.368,923
859.532,975
859.695,991
859.857,980
860.02,958
860.183,1013
860.346,1023
860.509,1007
860.672,1012
860.834,1012
860.997,1063
861.159,1034
861.322,1074
861.484,1069
861.647,1139
861.809,1177
861.971,1168
862.134,1117
862.296,1174
862.458,1187
862.62,1206
862.782,1160
862.944,1107
863.106,1120
863.268,1090
863.43,1072
863.592,1085
863.753,1069
863.915,1031
864.077,1034
864.238,1052
864.4,1023
864.561,1101
864.723,1120
864.884,1101
865.045,1150
865.207,1112
865.368,1128
865.529,1171
865.69,1155
865.851,1190
866.012,1203
866.173,1215
866.334,1212
866.495,1244
866.656,1220
866.817,1236
866.978,1271
867.138,1322
867.299,1295
867.459,1328
867.62,1368
867.78,1347
867.941,1362
868.101,1419
868.262,1411
868.422,1419
868.582,1416
868.742,1462
868.902,1473
869.062,1510
