À­ÂüÎ»ÒÆ,Count
162.634,10007
165.535,9339
168.435,8761.5
171.333,8395.5
174.228,8165
177.121,8006.5
180.011,8091.5
182.899,8265
185.786,8647.5
188.669,9192
191.551,9754
194.43,10613
197.307,11631.5
200.182,12797.5
203.055,13813.5
205.925,14639
208.793,14912
211.659,14414
214.523,13358.5
217.385,11668
220.244,9941
223.101,8475
225.956,7246
228.808,6453
231.659,5799
234.507,5326
237.353,5082.5
240.196,4816.5
243.038,4572.5
245.877,4380
248.714,4261.5
251.549,4167.5
254.382,3973
257.213,3920
260.041,3883
262.867,3768
265.691,3694
268.513,3739.5
271.333,3683
274.15,3631.5
276.965,3631.5
279.778,3648
282.589,3645.5
285.398,3649.5
288.205,3635.5
291.009,3688.5
293.811,3647.5
296.612,3774
299.409,3811.5
302.205,3946
304.999,4136
307.79,4385
310.58,4902.5
313.367,5675.5
316.152,6924
318.935,8245
321.716,9138
324.494,9623
327.271,9791.5
330.045,9231.5
332.818,8243.5
335.588,6912
338.356,5914.5
341.122,5047
343.885,4391.5
346.647,3787.5
349.407,3631.5
352.164,3539
354.919,3482
357.673,3437
360.424,3489.5
363.173,3599.5
365.92,3701.5
368.665,3820.5
371.407,4131.5
374.148,4649
376.886,5698
379.623,7728.5
382.357,9866
385.089,11381.5
387.82,11780.5
390.548,11374.5
393.274,9957
395.998,7777.5
398.72,5908.5
401.44,4897.5
404.157,4518.5
406.873,4334
409.587,4196.5
412.298,4006
415.008,3756.5
417.715,3455
420.42,3161
423.124,3095
425.825,3069
428.524,3039.5
431.221,3089
433.917,3095.5
436.61,3066.5
439.301,3139
441.99,3359
444.677,3492
447.362,3787
450.045,4205
452.726,4781.5
455.404,5491.5
458.081,5994
460.756,6306
463.429,6345.5
466.1,5997
468.769,5438.5
471.435,4746.5
474.1,4159.5
476.763,3765.5
479.424,3535
482.082,3404.5
484.739,3310
487.394,3264.5
490.046,3411
492.697,3903.5
495.346,4620
497.993,5170
500.637,5369.5
503.28,5259.5
505.921,4994.5
508.56,4298
511.197,3654.5
513.831,3195.5
516.464,2958.5
519.095,2817
521.724,2806.5
524.351,2736.5
526.976,2750
529.599,2634
532.22,2653.5
534.839,2592.5
537.456,2579
540.072,2575
542.685,2536.5
545.296,2536.5
547.905,2530.5
550.513,2567
553.118,2589.5
555.722,2637.5
558.323,2721.5
560.923,2714
563.52,2729.5
566.116,2727.5
568.71,2744.5
571.302,2724
573.892,2755.5
576.48,2827
579.066,2856.5
581.65,2855
584.232,2917
586.812,3018
589.391,3167
591.967,3431
594.542,3846
597.114,4272.5
599.685,4498.5
602.254,4656.5
604.821,4557.5
607.386,4339.5
609.949,4030.5
612.51,3921.5
615.07,4076.5
617.627,4629.5
620.182,5242
622.736,5695.5
625.288,5901
627.838,5867.5
630.386,5468
632.932,5220
635.476,4957.5
638.018,5476
640.559,6987.5
643.097,9028.5
645.634,10750
648.169,11607.5
650.702,11650
653.233,10619.5
655.762,8821
658.289,6860
660.815,5158
663.338,4284.5
665.86,3899.5
668.38,3869.5
670.898,3871
673.414,4009
675.929,4001.5
678.441,4186.5
680.952,4216.5
683.461,4309
685.968,4341.5
688.473,4354.5
690.976,4303.5
693.478,4253.5
695.977,4321
698.475,4525.5
700.971,5038.5
703.465,5570.5
705.957,6039
708.448,6226.5
710.937,6076
713.423,5702
715.908,5105.5
718.392,4535
720.873,4129.5
723.353,3945.5
725.83,3891
728.306,3921
730.78,3898.5
733.253,3922
735.723,3745
738.192,3646.5
740.659,3475.5
743.124,3421
745.587,3227.5
748.049,3218
750.509,3120.5
752.967,2940.5
755.423,2923.5
757.877,2839
760.33,2851
762.781,2828
765.23,2797
767.677,2835
770.122,2801.5
772.566,2915.5
775.008,2935.5
777.448,3158
779.886,3501.5
782.323,4122
784.758,5368.5
787.191,7496.5
789.622,9918
792.052,11868.5
794.48,12978.5
796.906,13170
799.33,12230.5
801.752,10467.5
804.173,8328.5
806.592,6516.5
809.009,5249.5
811.425,4722
813.839,4506.5
816.251,4601
818.661,4824.5
821.07,4921
823.477,5345
825.882,5886.5
828.285,6294.5
830.687,6431.5
833.086,6335
835.485,6200
837.881,5946
840.276,5752.5
842.669,6202.5
845.06,7617.5
847.45,10607
849.837,14406.5
852.223,17845.5
854.608,19907
856.991,20362
859.372,18787
861.751,15660.5
864.128,11988.5
866.504,8372.5
868.878,5774.5
871.251,4318.5
873.621,3459.5
875.991,3072
878.358,2793
880.724,2622
883.087,2468.5
885.45,2404.5
887.81,2432.5
890.169,2363.5
892.526,2339.5
894.882,2326.5
897.236,2374.5
899.588,2320.5
901.938,2374.5
904.287,2353
906.634,2353.5
908.98,2379.5
911.324,2380
913.666,2334.5
916.006,2385
918.345,2360.5
920.682,2384
923.017,2355
925.351,2363.5
927.683,2319.5
930.014,2356
932.343,2367.5
934.67,2406
936.995,2384
939.319,2444.5
941.641,2470
943.962,2485
946.281,2529.5
948.598,2457.5
950.913,2451
953.227,2464.5
955.54,2687
957.85,3048.5
960.159,3632
962.467,4247
964.773,4669.5
967.077,4839.5
969.379,4767
971.68,4353
973.979,3812
976.277,3212.5
978.573,2797
980.867,2498.5
