À­ÂüÎ»ÒÆ,Count
162.634,9894
165.535,9302
168.435,8889.5
171.333,8380.5
174.228,8125
177.121,7951.5
180.011,7978
182.899,8267.5
185.786,8495
188.669,9189.5
191.551,9772.5
194.43,10475.5
197.307,11450.5
200.182,12685
203.055,13774
205.925,14585
208.793,15004.5
211.659,14543
214.523,13374.5
217.385,11704
220.244,9931.5
223.101,8430.5
225.956,7216.5
228.808,6403.5
231.659,5820
234.507,5346.5
237.353,4923
240.196,4753
243.038,4549.5
245.877,4322
248.714,4240.5
251.549,4084.5
254.382,3965.5
257.213,3889.5
260.041,3813.5
262.867,3716.5
265.691,3736.5
268.513,3618
271.333,3652
274.15,3660
276.965,3657
279.778,3626.5
282.589,3621.5
285.398,3627.5
288.205,3622.5
291.009,3703.5
293.811,3684.5
296.612,3715
299.409,3805.5
302.205,3877
304.999,4132.5
307.79,4370.5
310.58,4906.5
313.367,5669.5
316.152,6844.5
318.935,8118.5
321.716,9174.5
324.494,9637
327.271,9699.5
330.045,9239.5
332.818,8160
335.588,6911
338.356,5875.5
341.122,5055.5
343.885,4317
346.647,3803
349.407,3659.5
352.164,3517
354.919,3433.5
357.673,3496.5
360.424,3490.5
363.173,3530.5
365.92,3610
368.665,3762
371.407,4073
374.148,4565.5
376.886,5672.5
379.623,7608
382.357,9815.5
385.089,11407
387.82,11834.5
390.548,11286.5
393.274,9869.5
395.998,7761.5
398.72,5810.5
401.44,4769
404.157,4486.5
406.873,4402
409.587,4189
412.298,3999
415.008,3651
417.715,3423.5
420.42,3149.5
423.124,3035.5
425.825,3046.5
428.524,3031.5
431.221,3041
433.917,3001
436.61,3027.5
439.301,3149.5
441.99,3279
444.677,3493
447.362,3780
450.045,4214.5
452.726,4758.5
455.404,5454.5
458.081,5955
460.756,6318.5
463.429,6306
466.1,5960.5
468.769,5469
471.435,4702
474.1,4172
476.763,3765
479.424,3545.5
482.082,3252
484.739,3237
487.394,3248
490.046,3360
492.697,3975
495.346,4601
497.993,5197
500.637,5337
503.28,5309
505.921,4879.5
508.56,4294
511.197,3612
513.831,3063.5
516.464,2924.5
519.095,2797.5
521.724,2869.5
524.351,2713.5
526.976,2673
529.599,2597
532.22,2589.5
534.839,2557.5
537.456,2517
540.072,2509.5
542.685,2527
545.296,2578
547.905,2548
550.513,2579.5
553.118,2562.5
555.722,2590
558.323,2645
560.923,2683
563.52,2666.5
566.116,2685
568.71,2684
571.302,2749.5
573.892,2776
576.48,2777
579.066,2766
581.65,2872.5
584.232,2887.5
586.812,3019.5
589.391,3136
591.967,3349
594.542,3812
597.114,4181
599.685,4517.5
602.254,4583.5
604.821,4481
607.386,4252
609.949,4022.5
612.51,3892.5
615.07,4050.5
617.627,4587.5
620.182,5166.5
622.736,5645.5
625.288,5824.5
627.838,5829
630.386,5532.5
632.932,5113.5
635.476,4945.5
638.018,5387
640.559,6849
643.097,9047
645.634,10763.5
648.169,11584.5
650.702,11588
653.233,10583
655.762,8844
658.289,6838
660.815,5122
663.338,4217
665.86,3861.5
668.38,3795
